############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 512
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 1
# dimension of the FFT mesh                : 8 x 8 x 8
# number of wait steps before measurement  : 500000
# frequency of GFC measurement             : 10
# output result after this many measurement: 50000
# number of processors used by this run    : 2
############################################################
# mapping information between lattice index and atom id
# nx ny nz nucell
8 8 8 1
# l1 l2 l3 k atom_id
0.25 0 0.375 0.0875126 7.04234e-21 -0.0121538 0.00026409 0.0349727 -1.27762e-05 -0.0121538 -0.00026409 0.0717688 -8.4502e-21 -0.0206556 0.000151285 0.0349727 1.27762e-05 -0.0206556 -0.000151285 0.132383 1.02847e-20
0.25 0 0.5 0.0955591 -5.63387e-21 -0.0169967 5.02625e-05 0.0268314 0.000163621 -0.0169967 -5.02625e-05 0.0759948 -1.40837e-21 -0.0155735 -7.87528e-05 0.0268314 -0.000163621 -0.0155735 7.87528e-05 0.181117 0
0.25 0 0.625 0.110323 0 -0.0322024 8.62492e-05 0.00201379 0.000149861 -0.0322024 -8.62492e-05 0.0732683 0 -0.0011529 4.30746e-05 0.00201379 -0.000149861 -0.0011529 -4.30746e-05 0.181783 0
0.25 0 0.75 0.101081 0 -0.0366753 -4.91875e-05 -0.0220777 -3.46641e-05 -0.0366753 4.91875e-05 0.0589279 0 0.0128109 8.51746e-05 -0.0220777 3.46641e-05 0.0128109 -8.51746e-05 0.140931 1.29508e-21
0.25 0 0.875 0.0956574 0 -0.0429731 0.000120918 -0.037164 5.13816e-05 -0.0429731 -0.000120918 0.0460899 0 0.0215375 -1.14419e-05 -0.037164 -5.13816e-05 0.0215375 1.14419e-05 0.0785794 0
0.25 0.125 0 0.0711655 1.98132e-21 -0.00898112 5.32127e-05 -0.0219557 -3.00671e-06 -0.00898112 -5.32127e-05 0.0272585 2.81673e-21 0.00660865 -0.00021492 -0.0219557 3.00671e-06 0.00660865 0.00021492 0.0410287 7.18544e-21
0.25 0.125 0.125 0.0700717 -2.50115e-24 9.43831e-06 -5.21776e-06 -4.26679e-05 -4.86876e-06 9.43831e-06 5.21776e-06 0.0222203 4.12059e-21 0.00952793 3.26499e-05 -4.26679e-05 4.86876e-06 0.00952793 -3.26499e-05 0.015483 0
0.25 0.125 0.25 0.0765385 0 0.00998813 6.99374e-05 0.0241657 0.000101234 0.00998813 -6.99374e-05 0.0275592 -1.40837e-21 0.0073434 6.39151e-05 0.0241657 -0.000101234 0.0073434 -6.39151e-05 0.0433121 0
0.25 0.125 0.375 0.0896969 7.04234e-22 0.0160587 -5.03191e-05 0.0369421 1.54538e-05 0.0160587 5.03191e-05 0.0400833 -1.40837e-21 -0.000506592 3.63709e-05 0.0369421 -1.54538e-05 -0.000506592 -3.63709e-05 0.113374 -4.19063e-22
0.25 0.125 0.5 0.0940711 2.81694e-21 0.00957555 6.93403e-05 0.0236989 0.000142965 0.00957555 -6.93403e-05 0.0538668 0 -0.00708405 0.000124011 0.0236989 -0.000142965 -0.00708405 -0.000124011 0.171701 0
0.25 0.125 0.625 0.103001 -8.20395e-24 -3.26088e-05 -2.91306e-05 3.11496e-05 -0.000307901 -3.26088e-05 2.91306e-05 0.0594576 1.76046e-22 -0.0105618 2.08624e-05 3.11496e-05 0.000307901 -0.0105618 -2.08624e-05 0.202106 1.0404e-23
0.25 0.125 0.75 0.0922094 -1.02498e-21 -0.00903578 -5.23057e-05 -0.0247928 -6.49991e-05 -0.00903578 5.23057e-05 0.0537692 0 -0.00697511 -4.98901e-05 -0.0247928 6.49991e-05 -0.00697511 4.98901e-05 0.173019 0
0.25 0.125 0.875 0.0840296 -7.04234e-22 -0.0147091 -1.18202e-05 -0.0308957 -1.31551e-05 -0.0147091 1.18202e-05 0.0403004 -3.52091e-22 -0.00119428 1.18204e-05 -0.0308957 1.31551e-05 -0.00119428 -1.18204e-05 0.104537 0
0.25 0.25 0 0.0774787 2.505e-20 0.018053 -0.000572767 -0.0253242 -0.000437078 0.018053 0.000572767 0.0584665 0 -0.0132452 0.000850047 -0.0253242 0.000437078 -0.0132452 -0.000850047 0.0683586 -2.25345e-20
0.25 0.25 0.125 0.0767965 0 0.0261236 1.0032e-05 0.00137562 9.21006e-05 0.0261236 -1.0032e-05 0.0467718 0 0.000674239 -0.000283719 0.00137562 -9.21006e-05 0.000674239 0.000283719 0.0246971 -3.52101e-22
0.25 0.25 0.25 0.0861464 6.19367e-20 0.0377987 -0.000200187 0.0268395 0.000358473 0.0377987 0.000200187 0.0419638 6.65703e-20 0.0161889 -0.000620263 0.0268395 -0.000358473 0.0161889 0.000620263 0.0302825 -2.25345e-20
0.25 0.25 0.375 0.0931921 -2.26507e-21 0.041109 2.98217e-05 0.0343471 2.13712e-05 0.041109 -2.98217e-05 0.0457586 0 0.019808 1.49937e-05 0.0343471 -2.13712e-05 0.019808 -1.49937e-05 0.0780239 -1.96559e-21
0.25 0.25 0.5 0.101433 -1.67304e-20 0.0365235 -0.000171532 0.0257539 -0.000115963 0.0365235 0.000171532 0.0592455 1.40837e-21 0.0148915 -8.91007e-05 0.0257539 0.000115963 0.0148915 8.91007e-05 0.14289 7.98803e-21
0.25 0.25 0.625 0.10334 6.95753e-22 0.0275508 1.14777e-05 -0.00274329 -0.000314067 0.0275508 -1.14777e-05 0.071754 3.96103e-22 -0.00154318 3.08867e-05 -0.00274329 0.000314067 -0.00154318 -3.08867e-05 0.187412 2.86279e-22
0.25 0.25 0.75 0.100264 3.74049e-22 0.0164049 5.65631e-05 -0.0250462 -8.59296e-05 0.0164049 -5.65631e-05 0.0811745 1.40837e-21 -0.0144717 -8.10925e-05 -0.0250462 8.59296e-05 -0.0144717 8.10925e-05 0.180123 8.46212e-21
0.25 0.25 0.875 0.088575 0 0.0141658 -0.000715457 -0.0336341 -0.000209854 0.0141658 0.000715457 0.0703939 1.12669e-20 -0.0199855 0.000371913 -0.0336341 0.000209854 -0.0199855 -0.000371913 0.132739 0
0.25 0.375 0 0.0900051 -8.70466e-21 0.0269659 2.55989e-05 -0.0228285 0.00021315 0.0269659 -2.55989e-05 0.114043 -1.69613e-21 -0.0335394 -0.000130805 -0.0228285 -0.00021315 -0.0335394 0.000130805 0.0931718 5.63362e-21
0.25 0.375 0.125 0.0851714 0 0.0360578 1.41352e-05 0.00202314 1.99705e-05 0.0360578 -1.41352e-05 0.099397 0 -0.0204346 -1.66051e-05 0.00202314 -1.99705e-05 -0.0204346 1.66051e-05 0.0490935 -7.04202e-22
0.25 0.375 0.25 0.0916157 8.75634e-21 0.0445474 7.86971e-05 0.0269627 -1.34815e-05 0.0445474 -7.86971e-05 0.0860842 5.63346e-21 0.00471506 -1.06706e-05 0.0269627 1.34815e-05 0.00471506 1.06706e-05 0.0369589 0
0.25 0.375 0.375 0.106171 -4.70386e-20 0.0518393 -0.000338664 0.036781 0.00058179 0.0518393 0.000338664 0.0828973 -9.5279e-20 0.0284662 -0.00061433 0.036781 -0.00058179 0.0284662 0.00061433 0.0626963 2.25345e-20
0.25 0.375 0.5 0.11884 0 0.0491423 -4.4421e-05 0.0240928 -3.77041e-05 0.0491423 4.4421e-05 0.0918145 -2.81673e-21 0.0352396 -5.90126e-05 0.0240928 3.77041e-05 0.0352396 5.90126e-05 0.113222 1.65288e-21
0.25 0.375 0.625 0.117031 -1.84068e-20 0.0411759 0.000212523 -0.00248916 0.000622538 0.0411759 -0.000212523 0.102237 -5.63346e-21 0.0215483 0.000473281 -0.00248916 -0.000622538 0.0215483 -0.000473281 0.154247 -1.39623e-20
0.25 0.375 0.75 0.1144 2.81694e-21 0.0310207 -2.3511e-05 -0.02777 0.000132911 0.0310207 2.3511e-05 0.119689 9.31383e-22 -0.00545888 2.48258e-05 -0.02777 -0.000132911 -0.00545888 -2.48258e-05 0.169695 3.99008e-21
0.25 0.375 0.875 0.0997261 0 0.0229147 -0.000220372 -0.0330171 -0.000124972 0.0229147 0.000220372 0.117995 0 -0.0259731 -4.82305e-05 -0.0330171 0.000124972 -0.0259731 4.82305e-05 0.136246 -9.68321e-21
0.25 0.5 0 0.101594 2.37968e-21 0.016843 0.000211225 -0.0248524 0.00012761 0.016843 -0.000211225 0.159282 -6.6174e-21 -0.0416443 -3.9352e-06 -0.0248524 -0.00012761 -0.0416443 3.9352e-06 0.100247 -3.52101e-22
0.25 0.5 0.125 0.0961205 -2.23319e-21 0.0229923 0.000163232 0.00225729 2.40028e-05 0.0229923 -0.000163232 0.147402 -1.13343e-20 -0.0392744 -7.96138e-05 0.00225729 -2.40028e-05 -0.0392744 7.96138e-05 0.072076 -2.81681e-21
0.25 0.5 0.25 0.0989703 0 0.0354679 -0.000217888 0.0248743 3.55904e-05 0.0354679 0.000217888 0.140067 1.02343e-20 -0.014558 0.000162102 0.0248743 -3.55904e-05 -0.014558 -0.000162102 0.0583218 1.4084e-21
0.25 0.5 0.375 0.121303 -5.63387e-21 0.0379445 -0.000102008 0.0382993 5.51335e-05 0.0379445 0.000102008 0.136119 0 0.0199563 -2.50608e-05 0.0382993 -5.51335e-05 0.0199563 2.50608e-05 0.0747959 2.81681e-21
0.25 0.5 0.5 0.130776 0 0.032197 -5.23424e-05 0.0227792 -0.000137748 0.032197 5.23424e-05 0.127143 -1.4828e-20 0.0451472 0.000154879 0.0227792 0.000137748 0.0451472 -0.000154879 0.095061 5.63362e-21
0.25 0.5 0.625 0.136388 0 0.0272353 -0.000254506 -0.004613 -0.000320362 0.0272353 0.000254506 0.135075 -5.47917e-22 0.0417435 -8.54455e-05 -0.004613 0.000320362 0.0417435 8.54455e-05 0.126062 0
0.25 0.5 0.75 0.129155 -5.63387e-21 0.0199745 0.000413592 -0.0277634 0.000294653 0.0199745 -0.000413592 0.15124 -1.19322e-20 0.0154614 0.000264073 -0.0277634 -0.000294653 0.0154614 -0.000264073 0.140232 -5.63362e-21
0.25 0.5 0.875 0.111542 -5.63387e-21 0.0139807 -3.97025e-05 -0.0376024 -0.000110937 0.0139807 3.97025e-05 0.15848 2.55896e-23 -0.0179972 -0.000177296 -0.0376024 0.000110937 -0.0179972 0.000177296 0.125343 2.81681e-21
0.25 0.625 0 0.108367 6.09085e-21 -0.0072858 -7.57515e-05 -0.0276606 -7.02179e-05 -0.0072858 7.57515e-05 0.172566 0 -0.0356669 7.25142e-05 -0.0276606 7.02179e-05 -0.0356669 -7.25142e-05 0.0887105 5.63362e-21
0.25 0.625 0.125 0.0946482 0 -9.3594e-06 -0.000310021 -9.84054e-06 8.35778e-05 -9.3594e-06 0.000310021 0.180369 -4.24278e-21 -0.0544021 2.5255e-05 -9.84054e-06 -8.35778e-05 -0.0544021 -2.5255e-05 0.0798796 1.4084e-21
0.25 0.625 0.25 0.108737 0 0.00778128 -0.000176817 0.0295497 9.25288e-05 0.00778128 0.000176817 0.174993 -1.99681e-21 -0.0372113 1.11942e-05 0.0295497 -9.25288e-05 -0.0372113 -1.11942e-05 0.0872824 0
0.25 0.625 0.375 0.119722 0 0.0101427 -0.000624722 0.0377845 2.37644e-05 0.0101427 0.000624722 0.161119 3.38545e-21 -2.97145e-05 0.000608595 0.0377845 -2.37644e-05 -2.97145e-05 -0.000608595 0.0982983 -2.81681e-21
0.25 0.625 0.5 0.134856 -2.81694e-21 0.00855217 -0.000438837 0.0286865 -2.42539e-05 0.00855217 0.000438837 0.157494 0 0.0396006 4.97514e-05 0.0286865 2.42539e-05 0.0396006 -4.97514e-05 0.109509 0
0.25 0.625 0.625 0.142108 2.57175e-24 -0.00013779 -1.03433e-05 -7.02803e-05 -5.79317e-05 -0.00013779 1.03433e-05 0.154593 0 0.0538284 -4.17735e-05 -7.02803e-05 5.79317e-05 0.0538284 4.17735e-05 0.116197 0
0.25 0.625 0.75 0.135823 0 -0.00633428 0.00032841 -0.0283984 5.32028e-06 -0.00633428 -0.00032841 0.153405 -2.14835e-20 0.036572 0.000385041 -0.0283984 -5.32028e-06 0.036572 -0.000385041 0.108056 1.4084e-21
0.25 0.625 0.875 0.11949 0 -0.0115715 0.000182111 -0.0359736 -0.000116978 -0.0115715 -0.000182111 0.165623 -3.35381e-21 0.000476221 0.000118073 -0.0359736 0.000116978 0.000476221 -0.000118073 0.0987775 -3.96114e-22
0.25 0.75 0 0.100298 -1.12677e-20 -0.0375554 -0.000260722 -0.0247604 3.75574e-05 -0.0375554 0.000260722 0.143011 -2.66724e-21 -0.0140817 -4.82398e-05 -0.0247604 -3.75574e-05 -0.0140817 4.82398e-05 0.0587565 7.04202e-22
0.25 0.75 0.125 0.0981238 2.46482e-21 -0.0252408 -1.62582e-05 -0.00247302 -0.000100255 -0.0252408 1.62582e-05 0.154456 4.66687e-21 -0.0425586 2.641e-05 -0.00247302 0.000100255 -0.0425586 -2.641e-05 0.0726807 0
0.25 0.75 0.25 0.0971738 0 -0.0195027 0.000410089 0.0253994 -8.58445e-05 -0.0195027 -0.000410089 0.161329 2.03658e-20 -0.0454818 -0.000160604 0.0253994 8.58445e-05 -0.0454818 0.000160604 0.0988764 0
0.25 0.75 0.375 0.116133 0 -0.0136903 -0.000283664 0.0374956 -0.000137523 -0.0136903 0.000283664 0.163633 0 -0.0176379 0.000262606 0.0374956 0.000137523 -0.0176379 -0.000262606 0.129906 0
0.25 0.75 0.5 0.129784 0 -0.0189568 -0.00133878 0.0256127 -0.000404075 -0.0189568 0.00133878 0.154697 -2.49679e-20 0.0166022 0.0010622 0.0256127 0.000404075 0.0166022 -0.0010622 0.141472 5.08898e-21
0.25 0.75 0.625 0.137518 0 -0.0232528 -0.000354897 0.00551502 -0.000581825 -0.0232528 0.000354897 0.134466 0 0.0363479 0.000118009 0.00551502 0.000581825 0.0363479 -0.000118009 0.127911 8.27437e-21
0.25 0.75 0.75 0.128711 -9.72159e-21 -0.0340602 0.000144449 -0.0241181 0.000101415 -0.0340602 -0.000144449 0.128468 0 0.0430271 -6.15287e-05 -0.0241181 -0.000101415 0.0430271 6.15287e-05 0.0979819 5.63362e-21
0.25 0.75 0.875 0.116553 5.63387e-21 -0.0358847 -0.000157594 -0.0376037 -0.000105667 -0.0358847 0.000157594 0.13138 1.35063e-20 0.0187021 -0.000170358 -0.0376037 0.000105667 0.0187021 0.000170358 0.071092 -5.63362e-21
0.25 0.875 0 0.0921536 1.10743e-21 -0.0438622 -9.58354e-06 -0.0267536 4.78071e-05 -0.0438622 9.58354e-06 0.0867994 3.67536e-21 0.00440949 2.64477e-05 -0.0267536 -4.78071e-05 0.00440949 -2.64477e-05 0.0380018 2.81681e-21
0.25 0.875 0.125 0.0832296 0 -0.0396764 3.51099e-05 0.000274706 -1.9904e-05 -0.0396764 -3.51099e-05 0.0999844 -2.60747e-21 -0.0205252 6.71316e-05 0.000274706 1.9904e-05 -0.0205252 -6.71316e-05 0.045736 3.52101e-22
0.25 0.875 0.25 0.0912268 0 -0.0264883 -0.000100059 0.0261515 -0.000306586 -0.0264883 0.000100059 0.117176 0 -0.0355453 -5.66286e-05 0.0261515 0.000306586 -0.0355453 5.66286e-05 0.0918442 -2.81681e-21
0.25 0.875 0.375 0.101604 -5.63387e-21 -0.0276152 -0.000203545 0.0387437 -0.000132731 -0.0276152 0.000203545 0.123077 9.86631e-21 -0.0315102 -8.63844e-05 0.0387437 0.000132731 -0.0315102 8.63844e-05 0.145424 -1.10317e-20
0.25 0.875 0.5 0.115763 0 -0.0280641 8.78904e-05 0.0256786 0.00012748 -0.0280641 -8.78904e-05 0.121099 -7.04183e-22 -0.00447879 -0.000216975 0.0256786 -0.00012748 -0.00447879 0.000216975 0.168022 0
0.25 0.875 0.625 0.117209 3.58093e-21 -0.038601 5.28621e-05 0.00215356 0.000838801 -0.038601 -5.28621e-05 0.103923 2.81673e-21 0.0214335 -0.000693793 0.00215356 -0.000838801 0.0214335 0.000693793 0.156366 3.18859e-21
0.25 0.875 0.75 0.119944 -1.87608e-21 -0.0484684 -8.14646e-05 -0.0202296 -6.82919e-05 -0.0484684 8.14646e-05 0.0916348 0 0.0338069 -9.05486e-05 -0.0202296 6.82919e-05 0.0338069 9.05486e-05 0.117286 -2.81681e-21
0.25 0.875 0.875 0.103989 0 -0.0491355 0.000305027 -0.0351692 -0.000425346 -0.0491355 -0.000305027 0.0817264 0 0.0274825 -0.000488757 -0.0351692 0.000425346 0.0274825 0.000488757 0.061486 0
0.375 0 0 0.133707 3.73011e-20 -0.0597849 -0.000166638 -0.0416475 0.000231628 -0.0597849 0.000166638 0.0651419 1.12669e-20 0.0244116 0.000301075 -0.0416475 -0.000231628 0.0244116 -0.000301075 0.0491529 -4.50689e-20
0.375 0 0.125 0.132848 0 -0.0514863 7.89278e-05 -0.019869 -0.000206142 -0.0514863 -7.89278e-05 0.073759 5.63346e-21 0.0100918 -0.000302593 -0.019869 0.000206142 0.0100918 0.000302593 0.0463378 2.81681e-21
0.375 0 0.25 0.130473 0 -0.0380861 0.000224194 0.01602 0.000339632 -0.0380861 -0.000224194 0.087114 -6.02556e-21 -0.00935057 0.000537791 0.01602 -0.000339632 -0.00935057 -0.000537791 0.0764313 0
0.375 0 0.375 0.133446 1.74166e-21 -0.0320417 3.27403e-05 0.0405729 -2.11296e-05 -0.0320417 -3.27403e-05 0.0994273 -7.04183e-22 -0.0213525 -4.19212e-05 0.0405729 2.11296e-05 -0.0213525 4.19212e-05 0.120247 7.59304e-22
0.375 0 0.5 0.144661 -5.87242e-22 -0.0309432 1.92786e-05 0.0462056 7.23991e-05 -0.0309432 -1.92786e-05 0.109078 0 -0.0265179 -0.00031491 0.0462056 -7.23991e-05 -0.0265179 0.00031491 0.15359 6.15277e-21
0.375 0 0.625 0.146662 0 -0.0390091 3.82383e-05 0.0188816 -6.04056e-05 -0.0390091 -3.82383e-05 0.101376 -7.04183e-22 -0.0111614 5.96169e-05 0.0188816 6.04056e-05 -0.0111614 -5.96169e-05 0.153693 3.85061e-22
0.375 0 0.75 0.150408 0 -0.0539105 -1.27497e-05 -0.0167039 -0.000195246 -0.0539105 1.27497e-05 0.0881486 7.04183e-22 0.00962368 0.000186568 -0.0167039 0.000195246 0.00962368 -0.000186568 0.124953 0
0.375 0 0.875 0.145079 -1.64685e-20 -0.0624689 -3.06815e-05 -0.0414383 5.20513e-05 -0.0624689 3.06815e-05 0.0730939 -6.33765e-21 0.0239378 -9.33098e-05 -0.0414383 -5.20513e-05 0.0239378 9.33098e-05 0.0839394 -5.63362e-21
0.375 0.125 0 0.13153 -4.51203e-20 -0.0351051 0.000213168 -0.0422814 -6.53105e-05 -0.0351051 -0.000213168 0.056507 0 0.0165815 -0.000281726 -0.0422814 6.53105e-05 0.0165815 0.000281726 0.0621114 -2.1813e-20
0.375 0.125 0.125 0.127748 0 -0.0248046 1.54023e-05 -0.0176041 9.65248e-06 -0.0248046 -1.54023e-05 0.0525384 0 0.0216359 -3.53863e-05 -0.0176041 -9.65248e-06 0.0216359 3.53863e-05 0.0371742 -3.16891e-21
0.375 0.125 0.25 0.131447 0 -0.0123713 -2.80614e-05 0.0174434 -5.81028e-06 -0.0123713 2.80614e-05 0.0571581 -4.03202e-22 0.0109604 3.05563e-06 0.0174434 5.81028e-06 0.0109604 -3.05563e-06 0.0493755 -1.32038e-22
0.375 0.125 0.375 0.13292 9.21583e-21 -0.00237703 -0.000243524 0.0439595 0.000118782 -0.00237703 0.000243524 0.069784 -3.52091e-21 -0.00440015 -0.000258825 0.0439595 -0.000118782 -0.00440015 0.000258825 0.0908007 -3.03384e-21
0.375 0.125 0.5 0.138744 -1.29825e-22 -0.00273151 1.11683e-05 0.0421091 -0.00018151 -0.00273151 -1.11683e-05 0.0812276 0 -0.0181581 -4.34881e-05 0.0421091 0.00018151 -0.0181581 4.34881e-05 0.141464 1.3049e-21
0.375 0.125 0.625 0.144794 0 -0.0134866 -6.68417e-05 0.0164988 2.95059e-06 -0.0134866 6.68417e-05 0.0857726 -7.04183e-22 -0.0211571 1.24521e-05 0.0164988 -2.95059e-06 -0.0211571 -1.24521e-05 0.166655 0
0.375 0.125 0.75 0.14148 0 -0.0268788 -0.00019583 -0.0157201 0.000446148 -0.0268788 0.00019583 0.0789309 -1.40837e-21 -0.0129447 -0.000132741 -0.0157201 -0.000446148 -0.0129447 0.000132741 0.153307 7.66258e-22
0.375 0.125 0.875 0.138759 0 -0.0378789 7.56182e-05 -0.0405568 -0.000124683 -0.0378789 -7.56182e-05 0.066663 0 0.000331989 -1.90605e-05 -0.0405568 0.000124683 0.000331989 1.90605e-05 0.115183 1.12672e-20
0.375 0.25 0 0.125331 -8.19349e-21 0.0025861 0.000246247 -0.0379478 9.00062e-05 0.0025861 -0.000246247 0.070467 7.04183e-22 -0.00317235 -0.000460946 -0.0379478 -9.00062e-05 -0.00317235 0.000460946 0.0892909 5.63362e-21
0.375 0.25 0.125 0.126373 4.16516e-21 0.0118415 -9.22488e-05 -0.0168128 -4.94598e-06 0.0118415 9.22488e-05 0.0599167 1.40837e-21 0.0138255 -6.44143e-05 -0.0168128 4.94598e-06 0.0138255 6.44143e-05 0.050296 8.80252e-23
0.375 0.25 0.25 0.129214 -4.35457e-21 0.0262729 2.35047e-05 0.018629 -2.27574e-05 0.0262729 -2.35047e-05 0.0508037 -2.81673e-21 0.021112 8.02125e-05 0.018629 2.27574e-05 0.021112 -8.02125e-05 0.0360512 0
0.375 0.25 0.375 0.135503 0 0.0364401 0.000484467 0.0431255 -0.000304351 0.0364401 -0.000484467 0.0553739 0 0.0184561 0.000980509 0.0431255 0.000304351 0.0184561 -0.000980509 0.0640999 -1.12672e-20
0.375 0.25 0.5 0.13623 -1.51259e-22 0.0351389 -1.9436e-06 0.0409439 2.12038e-05 0.0351389 1.9436e-06 0.0671653 4.40114e-23 0.00275938 2.94833e-06 0.0409439 -2.12038e-05 0.00275938 -2.94833e-06 0.110483 0
0.375 0.25 0.625 0.149353 2.26735e-20 0.0282067 0.000366538 0.0155063 -0.000989477 0.0282067 -0.000366538 0.0843243 0 -0.0142785 -0.000371482 0.0155063 0.000989477 -0.0142785 0.000371482 0.163038 0
0.375 0.25 0.75 0.142515 0 0.0132274 8.91137e-05 -0.0193812 0.000230175 0.0132274 -8.91137e-05 0.0880615 -1.40837e-21 -0.0215189 0.000119452 -0.0193812 -0.000230175 -0.0215189 -0.000119452 0.168765 0
0.375 0.25 0.875 0.138061 0 0.00419154 -0.000321378 -0.0428671 -8.28643e-05 0.00419154 0.000321378 0.0846454 2.81673e-21 -0.016491 0.000111532 -0.0428671 8.28643e-05 -0.016491 -0.000111532 0.141545 -5.22555e-21
0.375 0.375 0 0.13477 1.51587e-19 0.0304735 0.00126934 -0.0422106 0.000926598 0.0304735 -0.00126934 0.102249 -9.01354e-20 -0.022466 -0.00167432 -0.0422106 -0.000926598 -0.022466 0.00167432 0.119033 0
0.375 0.375 0.125 0.13249 1.14454e-21 0.0369313 -1.33672e-05 -0.0174579 -0.000134364 0.0369313 1.33672e-05 0.0896472 0 -0.00996125 0.000231399 -0.0174579 0.000134364 -0.00996125 -0.000231399 0.0712805 0
0.375 0.375 0.25 0.127905 -6.82681e-20 0.0482142 0.000190574 0.018693 -0.000301146 0.0482142 -0.000190574 0.0724109 -5.12899e-21 0.00976197 0.000655329 0.018693 0.000301146 0.00976197 -0.000655329 0.0456007 0
0.375 0.375 0.375 0.135561 6.70995e-20 0.0591527 3.30403e-05 0.0418164 -0.000117055 0.0591527 -3.30403e-05 0.0672342 -1.52711e-21 0.0242364 0.000231941 0.0418164 0.000117055 0.0242364 -0.000231941 0.0500478 -1.12672e-20
0.375 0.375 0.5 0.139389 0 0.0583248 4.18569e-05 0.0387983 2.29274e-05 0.0583248 -4.18569e-05 0.072321 0 0.0222982 2.81906e-05 0.0387983 -2.29274e-05 0.0222982 -2.81906e-05 0.0825239 6.70887e-22
0.375 0.375 0.625 0.150732 -1.48141e-21 0.0523791 0.00027277 0.0172863 7.25141e-05 0.0523791 -0.00027277 0.0904344 -1.12669e-20 0.00990928 9.31363e-05 0.0172863 -7.25141e-05 0.00990928 -9.31363e-05 0.122526 -4.60925e-22
0.375 0.375 0.75 0.149382 5.66071e-24 0.0415592 -4.58711e-06 -0.0183125 2.54908e-05 0.0415592 4.58711e-06 0.101908 0 -0.0106809 0.000202084 -0.0183125 -2.54908e-05 -0.0106809 -0.000202084 0.158744 -2.05393e-21
0.375 0.375 0.875 0.146802 5.63387e-21 0.033668 -0.000120583 -0.042991 -0.000124074 0.033668 0.000120583 0.10783 -2.11255e-21 -0.0247426 2.02967e-05 -0.042991 0.000124074 -0.0247426 -2.02967e-05 0.157618 6.4797e-21
0.375 0.5 0 0.142559 0 0.028549 -9.8077e-05 -0.0436467 0.000114239 0.028549 9.8077e-05 0.131273 -6.92847e-21 -0.0333685 0.000150106 -0.0436467 -0.000114239 -0.0333685 -0.000150106 0.125785 5.63362e-21
0.375 0.5 0.125 0.136756 0 0.0391433 0.000166735 -0.016871 -9.50335e-07 0.0391433 -0.000166735 0.121505 5.63346e-21 -0.0332742 -8.63491e-05 -0.016871 9.50335e-07 -0.0332742 8.63491e-05 0.0976671 -2.20063e-23
0.375 0.5 0.25 0.136159 -9.67041e-21 0.0497964 5.1042e-05 0.0186108 0.000172534 0.0497964 -5.1042e-05 0.107468 0 -0.0103908 -9.28617e-05 0.0186108 -0.000172534 -0.0103908 9.28617e-05 0.0706628 0
0.375 0.5 0.375 0.148293 4.30156e-21 0.0623569 -1.09353e-05 0.0467483 -2.67379e-05 0.0623569 1.09353e-05 0.0984535 0 0.0160179 5.86596e-06 0.0467483 2.67379e-05 0.0160179 -5.86596e-06 0.0587405 8.80252e-23
0.375 0.5 0.5 0.154382 0 0.0596184 0.000159593 0.0422801 -0.000164781 0.0596184 -0.000159593 0.0959232 -3.34453e-20 0.0347639 0.000201497 0.0422801 0.000164781 0.0347639 -0.000201497 0.0710688 1.12672e-20
0.375 0.5 0.625 0.156456 -1.91527e-20 0.0538143 -6.27063e-06 0.0147912 -0.000374724 0.0538143 6.27063e-06 0.0984655 -7.74601e-21 0.0340526 -2.48743e-05 0.0147912 0.000374724 0.0340526 2.48743e-05 0.0986848 -6.96533e-22
0.375 0.5 0.75 0.155465 1.26072e-20 0.0400412 0.000334476 -0.0201717 0.000356224 0.0400412 -0.000334476 0.116208 -9.85856e-21 0.0135209 0.000203277 -0.0201717 -0.000356224 0.0135209 -0.000203277 0.132313 3.44002e-21
0.375 0.5 0.875 0.148868 0 0.0331057 -7.48983e-05 -0.0468274 -0.000205503 0.0331057 7.48983e-05 0.133806 8.14486e-24 -0.0104426 0.000161058 -0.0468274 0.000205503 -0.0104426 -0.000161058 0.140953 0
0.375 0.625 0 0.148357 7.17545e-22 0.00345661 0.000217073 -0.0431696 -7.91694e-05 0.00345661 -0.000217073 0.14454 2.01735e-21 -0.0251896 -2.40329e-05 -0.0431696 7.91694e-05 -0.0251896 2.40329e-05 0.115214 0
0.375 0.625 0.125 0.144344 0 0.013724 -0.000566639 -0.0196222 0.000499803 0.013724 0.000566639 0.147639 0 -0.0451202 3.98471e-05 -0.0196222 -0.000499803 -0.0451202 -3.98471e-05 0.108668 7.04202e-21
0.375 0.625 0.25 0.144583 -2.18081e-20 0.0238167 0.000843614 0.018672 -0.000725775 0.0238167 -0.000843614 0.142082 -4.50677e-20 -0.0329376 -0.000238161 0.018672 0.000725775 -0.0329376 0.000238161 0.100002 2.25345e-20
0.375 0.625 0.375 0.149157 -2.90121e-21 0.0330897 8.80795e-05 0.0461162 -0.000146203 0.0330897 -8.80795e-05 0.128033 -2.81673e-21 -0.00561231 -0.000119441 0.0461162 0.000146203 -0.00561231 0.000119441 0.0853785 -7.04202e-21
