################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.7175285159663547E+00 a       532     0    22     1     7
  2.1251281160031460E-01 a       533     0    22     1     8
 -1.2749425329558013E+01 a       534     0    22     1     9
  6.9618741113140565E+00 a       535     0    22     1    10
 -2.9375551290531909E+00 a       536     0    22     1    11
  9.8578039422085730E+00 a       537     0    22     1    12
  6.8815773902668811E+00 a       538     0    22     1    13
  9.2998663834751194E-01 a       539     0    22     1    14
 -1.0389879627527502E+01 a       540     0    22     1    15
  4.6364264921059863E+00 a       541     0    22     1    16
 -7.6740409341129512E+00 a       542     0    22     1    17
 -4.6479447064519261E+00 a       543     0    22     1    18
 -2.5620100958898320E+00 a       544     0    22     1    19
  1.5457991948477597E+01 a       545     0    22     1    20
  7.9493145992034386E-01 a       546     0    22     1    21
  4.7958967347059449E+00 a       547     0    22     1    22
  2.1504739859079320E+00 a       548     0    22     1    23
 -5.9214542019936145E+00 a       549     0    22     1    24
 -9.1462629199010259E-01 a       550     0    22     1    25
  3.0540319266805307E+00 a       551     0    23     1     1
  4.3754634467797500E+00 a       552     0    23     1     2
  4.5096649173446322E+00 a       553     0    23     1     3
 -2.2503614840266177E+00 a       554     0    23     1     4
 -1.1334803434549245E+01 a       555     0    23     1     5
 -8.8364348468747647E+00 a       556     0    23     1     6
  2.9144444511093819E+00 a       557     0    23     1     7
 -1.0877090021950451E+01 a       558     0    23     1     8
 -1.4517389759591161E+01 a       559     0    23     1     9
 -7.2829358977248519E+00 a       560     0    23     1    10
  2.4988119761586502E+00 a       561     0    23     1    11
  8.7981693718640113E+00 a       562     0    23     1    12
  2.4786452563791270E+00 a       563     0    23     1    13
  1.8364237892475522E+01 a       564     0    23     1    14
  7.4574092693097054E+00 a       565     0    23     1    15
 -9.7034978508326741E-01 a       566     0    23     1    16
  7.1658789330581296E+00 a       567     0    23     1    17
 -4.4872661883061777E+00 a       568     0    23     1    18
  2.8476771569427584E-01 a       569     0    23     1    19
 -9.1645272571282668E+00 a       570     0    23     1    20
  3.8750578448497071E+00 a       571     0    23     1    21
  4.1609715214369847E-01 a       572     0    23     1    22
  1.2357730756189335E+01 a       573     0    23     1    23
 -5.0519285605730913E+00 a       574     0    23     1    24
 -2.7632893038424542E+00 a       575     0    23     1    25
  9.4738463213928661E+00 a       576     0    24     1     1
 -2.5362311432334366E+00 a       577     0    24     1     2
 -1.2268242324939161E+01 a       578     0    24     1     3
  7.9061421619290835E+00 a       579     0    24     1     4
  1.0539726569903403E+01 a       580     0    24     1     5
 -6.3797783653087219E+00 a       581     0    24     1     6
 -1.4177696835725733E+01 a       582     0    24     1     7
 -4.6156928580692194E+00 a       583     0    24     1     8
  6.3132537211598283E+00 a       584     0    24     1     9
  1.8887507892262903E+01 a       585     0    24     1    10
 -1.2069885050832546E+01 a       586     0    24     1    11
  1.1183530607261476E+01 a       587     0    24     1    12
  7.2056821334149852E+00 a       588     0    24     1    13
 -2.3159371120509263E+01 a       589     0    24     1    14
 -1.1985643844839746E+01 a       590     0    24     1    15
  1.4710265220567070E+01 a       591     0    24     1    16
  1.8562745129096871E+01 a       592     0    24     1    17
  1.4826330637921812E+01 a       593     0    24     1    18
 -9.1706291234673415E-02 a       594     0    24     1    19
  9.5599325376791793E+00 a       595     0    24     1    20
 -1.5500522506766247E+01 a       596     0    24     1    21
 -4.0279973687131365E+00 a       597     0    24     1    22
 -1.2843351980761906E+01 a       598     0    24     1    23
  5.2577722042990276E+00 a       599     0    24     1    24
  2.8387805562348317E-01 a       600     0    24     1    25
 -6.9653745866283661E+00 a       601     0    25     1     1
  3.7596708302846271E+00 a       602     0    25     1     2
 -7.1099755958673025E+00 a       603     0    25     1     3
 -9.8020092564683203E+00 a       604     0    25     1     4
 -3.6625395621794459E+00 a       605     0    25     1     5
 -5.6976255658621309E+00 a       606     0    25     1     6
  5.1232693844759114E-01 a       607     0    25     1     7
 -5.3562910792605818E+00 a       608     0    25     1     8
  2.9928736892583383E+00 a       609     0    25     1     9
 -1.1986788486974794E+01 a       610     0    25     1    10
  1.2541751950335534E+01 a       611     0    25     1    11
 -4.8904744399762130E+00 a       612     0    25     1    12
 -1.2517871717311579E+01 a       613     0    25     1    13
  1.7601311789244992E-01 a       614     0    25     1    14
  1.5019784962869869E+00 a       615     0    25     1    15
 -1.5883570419800751E+01 a       616     0    25     1    16
 -1.7079612401530986E+00 a       617     0    25     1    17
 -2.2295323617615281E+01 a       618     0    25     1    18
 -3.4012905404893741E+00 a       619     0    25     1    19
  2.3478187378832476E+00 a       620     0    25     1    20
  2.2370096735428082E+00 a       621     0    25     1    21
  4.0230075176576188E+00 a       622     0    25     1    22
 -1.1800482820069632E+01 a       623     0    25     1    23
 -2.3371127007862893E+00 a       624     0    25     1    24
 -9.9302820949974571E+00 a       625     0    25     1    25
 -6.8423838128641412E-01 a       626     0    26     1     1
  6.6007117238438306E-01 a       627     0    26     1     2
  1.2241360846408888E+01 a       628     0    26     1     3
 -2.6072490206067482E+00 a       629     0    26     1     4
  9.0133570382689001E+00 a       630     0    26     1     5
 -2.3816390555211381E-01 a       631     0    26     1     6
 -2.5608849082596756E+00 a       632     0    26     1     7
 -6.9567191275983573E+00 a       633     0    26     1     8
  1.6298741229214230E+01 a       634     0    26     1     9
  1.1995489889077917E+00 a       635     0    26     1    10
  5.6011858028801900E+00 a       636     0    26     1    11
 -1.5325613074264185E+01 a       637     0    26     1    12
 -6.9730599534962456E+00 a       638     0    26     1    13
  2.5515519038766659E+00 a       639     0    26     1    14
  1.1055188524595701E+01 a       640     0    26     1    15
 -6.1595005277379027E+00 a       641     0    26     1    16
  6.0445381734594816E+00 a       642     0    26     1    17
  3.2669248960650630E+00 a       643     0    26     1    18
 -3.9830019591555021E-01 a       644     0    26     1    19
 -2.1318606744100656E+01 a       645     0    26     1    20
  4.3346628815838901E+00 a       646     0    26     1    21
  6.0196973388144448E-01 a       647     0    26     1    22
 -8.7412565128199127E+00 a       648     0    26     1    23
  1.0633295223681274E+00 a       649     0    26     1    24
 -9.1807249233618418E+00 a       650     0    26     1    25
 -1.0451420579109527E+00 a       651     0    27     1     1
 -4.4007271651498421E+00 a       652     0    27     1     2
 -8.5170686557145081E-01 a       653     0    27     1     3
 -2.9322607483930767E+01 a       654     0    27     1     4
 -1.4846515678259935E+01 a       655     0    27     1     5
 -1.2996972006209198E+01 a       656     0    27     1     6
  2.4054788307415940E+01 a       657     0    27     1     7
  2.2100434386347196E+01 a       658     0    27     1     8
 -1.5431680098175649E+01 a       659     0    27     1     9
 -1.4795094690014339E+00 a       660     0    27     1    10
  4.0590355375820080E+00 a       661     0    27     1    11
  1.4611551096642559E+00 a       662     0    27     1    12
  1.3447290665751375E+01 a       663     0    27     1    13
 -1.5113355237296055E+01 a       664     0    27     1    14
 -8.8923926466996335E+00 a       665     0    27     1    15
  2.8423571082912019E+01 a       666     0    27     1    16
 -3.3655638889384839E+01 a       667     0    27     1    17
  2.0981315151387143E+01 a       668     0    27     1    18
  1.2141485242989217E+01 a       669     0    27     1    19
  3.5623729786245297E+00 a       670     0    27     1    20
  5.1477354131777986E+00 a       671     0    27     1    21
  1.4270823659451633E+01 a       672     0    27     1    22
  1.2787104919911693E+01 a       673     0    27     1    23
 -4.8134459786202699E+00 a       674     0    27     1    24
  1.4748193881878693E+01 a       675     0    27     1    25
 -3.9942795143561942E+00 a       676     0    28     1     1
 -1.4300128651749875E+00 a       677     0    28     1     2
  2.0184937203419938E+01 a       678     0    28     1     3
  3.0638004021493149E+01 a       679     0    28     1     4
  1.0508032441016294E+01 a       680     0    28     1     5
  1.1991074001401975E+01 a       681     0    28     1     6
 -5.9255249272426413E-01 a       682     0    28     1     7
 -3.2121074351766699E-01 a       683     0    28     1     8
  2.7631342550566136E+00 a       684     0    28     1     9
  7.6030801584642091E+00 a       685     0    28     1    10
 -8.4700934597413511E+00 a       686     0    28     1    11
 -1.1517050029424707E+00 a       687     0    28     1    12
  3.1245547505835773E+00 a       688     0    28     1    13
  5.4101925016776331E+00 a       689     0    28     1    14
  3.6300196404522261E-01 a       690     0    28     1    15
 -2.6794776609732893E+00 a       691     0    28     1    16
 -1.9862428783577193E+00 a       692     0    28     1    17
  6.4565675235263340E+00 a       693     0    28     1    18
 -2.6392662819652473E+00 a       694     0    28     1    19
  5.8059745610477496E+00 a       695     0    28     1    20
 -5.7983237104606407E-02 a       696     0    28     1    21
 -9.0319282861973207E+00 a       697     0    28     1    22
  8.0435409634585380E+00 a       698     0    28     1    23
  7.3441688856650078E+00 a       699     0    28     1    24
  3.5511710166611383E+00 a       700     0    28     1    25
 -2.6047061214427081E+00 a       701     0    29     1     1
 -2.4405103638746337E+00 a       702     0    29     1     2
 -3.3878614805280107E+00 a       703     0    29     1     3
  1.0549212555681551E+00 a       704     0    29     1     4
 -1.2161742369441815E-01 a       705     0    29     1     5
  3.4173092472933281E-01 a       706     0    29     1     6
 -1.3463191076558927E+00 a       707     0    29     1     7
  4.4190813185882583E+00 a       708     0    29     1     8
  6.7290373717602980E+00 a       709     0    29     1     9
  4.4708500446680262E+00 a       710     0    29     1    10
 -1.0313889394571119E+00 a       711     0    29     1    11
 -9.9475035905133371E+00 a       712     0    29     1    12
 -6.6192834107379972E-01 a       713     0    29     1    13
 -2.0556548078687700E-01 a       714     0    29     1    14
 -3.9637318313418941E+00 a       715     0    29     1    15
 -1.2289869131131610E+00 a       716     0    29     1    16
 -5.4511723021114493E+00 a       717     0    29     1    17
 -8.0689509567176265E-01 a       718     0    29     1    18
 -3.1158306238821110E-01 a       719     0    29     1    19
  7.2639618766221525E-01 a       720     0    29     1    20
  5.1989489465562333E-01 a       721     0    29     1    21
  6.9303936820388694E+00 a       722     0    29     1    22
 -6.6201324352418949E+00 a       723     0    29     1    23
  4.0689424396497271E+00 a       724     0    29     1    24
 -1.1850066807578159E+00 a       725     0    29     1    25
  8.7614445974677557E-01 a       726     0    30     1     1
 -1.8048466064097568E+00 a       727     0    30     1     2
 -6.2221362133518614E+00 a       728     0    30     1     3
  5.7783559624093062E-01 a       729     0    30     1     4
 -3.4207102956426043E+00 a       730     0    30     1     5
  1.2680110199797543E+00 a       731     0    30     1     6
 -8.3685669057456086E-02 a       732     0    30     1     7
  3.2237039030594392E+00 a       733     0    30     1     8
 -3.7780540307154324E+00 a       734     0    30     1     9
 -7.0185057779406739E+00 a       735     0    30     1    10
  1.4317327703855180E+00 a       736     0    30     1    11
  5.8177953018665303E+00 a       737     0    30     1    12
  2.1837521288246124E+00 a       738     0    30     1    13
  3.5986915962468458E+00 a       739     0    30     1    14
  3.4754000595955024E+00 a       740     0    30     1    15
 -3.0663829893214753E+00 a       741     0    30     1    16
 -1.3822434976633107E+00 a       742     0    30     1    17
  1.5349468899146498E-01 a       743     0    30     1    18
  1.1569157833000427E+00 a       744     0    30     1    19
  1.2017528497041774E+00 a       745     0    30     1    20
 -1.2414711274636983E+00 a       746     0    30     1    21
 -4.5639218383633091E+00 a       747     0    30     1    22
  5.6494694171092759E+00 a       748     0    30     1    23
 -8.3048125390498895E-01 a       749     0    30     1    24
  4.3788743933084788E+00 a       750     0    30     1    25
  3.2976996036876777E-01 b       751     1     1
 -7.6753162149878262E-02 b       752     1     2
  5.2957291514779481E-01 b       753     1     3
  8.9967694000543574E-01 b       754     1     4
 -1.4669108620710516E+00 b       755     1     5
 -6.1441883725006319E-01 b       756     1     6
  5.3729477719502683E-01 b       757     1     7
 -2.2852808313159043E-01 b       758     1     8
  7.5683246092701884E-01 b       759     1     9
  9.2951180705933067E-01 b       760     1    10
 -1.6607837000359041E-01 b       761     1    11
  1.2855421885955671E+00 b       762     1    12
 -6.6351549790167119E-01 b       763     1    13
 -2.4554153398558296E-02 b       764     1    14
 -3.4339980484561178E-01 b       765     1    15
 -9.2553047933610888E-01 b       766     1    16
  9.7450171250037332E-01 b       767     1    17
  1.4835452165946514E-01 b       768     1    18
  9.7192598438043926E-02 b       769     1    19
  1.4752059506491437E+00 b       770     1    20
 -8.7661106403226696E-01 b       771     1    21
  1.0990160690790944E+00 b       772     1    22
  3.3964360560284529E-01 b       773     1    23
 -4.9161612149966977E-01 b       774     1    24
 -2.2839286644766421E-01 b       775     1    25
 -5.8908517584542821E+00 a       776     1     1     2     1
 -2.0913621285206658E+00 a       777     1     1     2     2
  4.5287721099327355E-01 a       778     1     1     2     3
 -9.8235822185197019E-01 a       779     1     1     2     4
  1.8679455781046309E-01 a       780     1     1     2     5
  7.2236409862688788E-01 a       781     1     1     2     6
 -1.0952128305447486E+00 a       782     1     1     2     7
 -1.2715812546640866E+00 a       783     1     1     2     8
  9.0926661808726572E-01 a       784     1     1     2     9
 -1.5287299627512634E+00 a       785     1     1     2    10
  7.9162623494062245E-01 a       786     1     1     2    11
  5.7949940694732494E-01 a       787     1     1     2    12
  1.6580990153167480E-01 a       788     1     1     2    13
  2.8397342861358628E-03 a       789     1     1     2    14
  1.8858318363343674E+00 a       790     1     1     2    15
 -3.7573668924575816E-03 a       791     1     1     2    16
  3.5872324603467060E-01 a       792     1     1     2    17
 -5.8854175207138615E-01 a       793     1     1     2    18
 -8.2185472978130292E-01 a       794     1     1     2    19
 -9.3392308437142760E-02 a       795     1     1     2    20
 -1.7781556156150089E+00 a       796     1     1     2    21
  2.4333445248996122E+00 a       797     1     1     2    22
  2.6159528101662080E+00 a       798     1     1     2    23
  7.7034620197358794E-01 a       799     1     1     2    24
  1.3112817938798338E-01 a       800     1     1     2    25
 -3.0547902668053291E+00 a       801     1     2     2     1
  7.1640054602300507E-01 a       802     1     2     2     2
 -6.8418235379502890E-01 a       803     1     2     2     3
  1.1963916155337171E+00 a       804     1     2     2     4
  8.3175164904418164E-01 a       805     1     2     2     5
 -1.2910667768601369E+00 a       806     1     2     2     6
  1.3940397843320076E-01 a       807     1     2     2     7
  8.9802293884228140E-02 a       808     1     2     2     8
 -5.3283620455482994E-01 a       809     1     2     2     9
 -4.5886266868700822E+00 a       810     1     2     2    10
  3.2591366420787798E-01 a       811     1     2     2    11
 -4.8808011861401129E-01 a       812     1     2     2    12
  6.6408389981572347E-01 a       813     1     2     2    13
 -1.3564016278739624E-01 a       814     1     2     2    14
  2.0093325565763637E-01 a       815     1     2     2    15
 -3.9414016160087695E-01 a       816     1     2     2    16
 -5.3456526125245230E-01 a       817     1     2     2    17
 -5.8961622120501145E-01 a       818     1     2     2    18
  4.2905576802589285E-01 a       819     1     2     2    19
 -7.4948646256489643E-02 a       820     1     2     2    20
  1.0795855120984683E+00 a       821     1     2     2    21
  5.1660712066031622E-01 a       822     1     2     2    22
 -2.1777845392686599E+00 a       823     1     2     2    23
  9.0219112100596155E-01 a       824     1     2     2    24
  1.4498455224726376E+00 a       825     1     2     2    25
  2.3760457370500982E+00 a       826     1     3     2     1
  2.4470575747650514E-01 a       827     1     3     2     2
 -2.3864404106650594E-01 a       828     1     3     2     3
  1.1607228558257655E-01 a       829     1     3     2     4
  9.2638823972992057E-02 a       830     1     3     2     5
 -1.2387124056627918E+00 a       831     1     3     2     6
 -1.1166384060830491E-02 a       832     1     3     2     7
  6.1419808757107369E-02 a       833     1     3     2     8
 -4.3598488389972007E-01 a       834     1     3     2     9
  6.9151515632030325E-01 a       835     1     3     2    10
 -4.1343329719297200E-01 a       836     1     3     2    11
 -6.7619125900519594E-01 a       837     1     3     2    12
  1.5110867240178822E+00 a       838     1     3     2    13
 -2.7782516058360712E-01 a       839     1     3     2    14
 -1.2798402235047135E+00 a       840     1     3     2    15
  5.9712559458208447E-01 a       841     1     3     2    16
  7.5894819511398548E-01 a       842     1     3     2    17
 -1.8361922269708919E+00 a       843     1     3     2    18
  6.4980046402745906E-01 a       844     1     3     2    19
  1.1060205746807641E+00 a       845     1     3     2    20
 -1.5634514153069341E+00 a       846     1     3     2    21
 -1.2680044537576531E+00 a       847     1     3     2    22
  4.1126675848448695E+00 a       848     1     3     2    23
 -8.0565419159902618E-02 a       849     1     3     2    24
  1.0713632203888714E+00 a       850     1     3     2    25
 -1.2782989695001217E+00 a       851     1     4     2     1
 -5.1972465317304858E-02 a       852     1     4     2     2
 -1.0867649641411736E+00 a       853     1     4     2     3
 -1.3135398025848977E+00 a       854     1     4     2     4
 -5.1982871921816276E-02 a       855     1     4     2     5
 -3.5935593906530818E+00 a       856     1     4     2     6
  1.3144262819841284E+00 a       857     1     4     2     7
  7.0754388470252050E-01 a       858     1     4     2     8
  7.2880068937171250E-01 a       859     1     4     2     9
 -3.4140141545172598E+00 a       860     1     4     2    10
 -2.0331589823022944E+00 a       861     1     4     2    11
 -2.1154137563026238E+00 a       862     1     4     2    12
  5.0853142281523345E-01 a       863     1     4     2    13
 -1.3920134415494716E+00 a       864     1     4     2    14
 -3.5999944432031787E+00 a       865     1     4     2    15
 -4.9781147829027450E-01 a       866     1     4     2    16
  8.7792449496928038E-01 a       867     1     4     2    17
 -2.0639856068607902E+00 a       868     1     4     2    18
  1.1797226213420740E+00 a       869     1     4     2    19
  1.0792638675226118E+00 a       870     1     4     2    20
  5.2451968596647465E+00 a       871     1     4     2    21
 -2.8460338700873771E+00 a       872     1     4     2    22
 -1.5909179246912686E+00 a       873     1     4     2    23
  3.0889771958836948E-01 a       874     1     4     2    24
  4.7602587778402219E+00 a       875     1     4     2    25
  7.2668111958270765E-01 a       876     1     5     2     1
  1.1911879823978331E+00 a       877     1     5     2     2
 -1.0408627662174885E+00 a       878     1     5     2     3
  8.5476990321248669E-02 a       879     1     5     2     4
 -3.1987869639473487E-01 a       880     1     5     2     5
 -5.7487550396295206E-01 a       881     1     5     2     6
 -4.4902054021672533E-01 a       882     1     5     2     7
  2.4758588717099797E-01 a       883     1     5     2     8
  5.0875967706178988E+00 a       884     1     5     2     9
 -2.9337180039564692E+00 a       885     1     5     2    10
  4.5817918171118122E-01 a       886     1     5     2    11
  1.6927135293597100E+00 a       887     1     5     2    12
  2.3370693642361644E+00 a       888     1     5     2    13
 -2.0461663341165151E-01 a       889     1     5     2    14
  5.4776988163510315E-02 a       890     1     5     2    15
  6.1130290019012101E-01 a       891     1     5     2    16
  4.7031353324201630E-01 a       892     1     5     2    17
  5.5245719372345892E-01 a       893     1     5     2    18
  8.0378467679470091E+00 a       894     1     5     2    19
  1.9855400588647576E+00 a       895     1     5     2    20
 -8.1174159093989473E-01 a       896     1     5     2    21
 -2.8573856916569711E+00 a       897     1     5     2    22
  5.2670966553870233E+00 a       898     1     5     2    23
  1.5132999882210110E+00 a       899     1     5     2    24
  6.0542148570792911E+00 a       900     1     5     2    25
 -1.4078538701918921E+00 a       901     1     6     2     1
 -5.4799218584955611E-01 a       902     1     6     2     2
  1.5587272154176429E-01 a       903     1     6     2     3
  1.0839285667757406E+00 a       904     1     6     2     4
  2.1666525286428695E-01 a       905     1     6     2     5
  9.3263653513548525E-02 a       906     1     6     2     6
 -3.0612026016294772E-02 a       907     1     6     2     7
 -8.7154566460998506E-01 a       908     1     6     2     8
  1.3934441214317003E-01 a       909     1     6     2     9
  1.2878210442412805E+00 a       910     1     6     2    10
 -2.7822735486696848E-01 a       911     1     6     2    11
 -7.5794386701777761E-01 a       912     1     6     2    12
  4.0882378268145902E-01 a       913     1     6     2    13
 -4.6927306197597152E-01 a       914     1     6     2    14
 -1.2104091784344238E-01 a       915     1     6     2    15
  6.2503336594907910E-01 a       916     1     6     2    16
 -1.0721041807888161E+00 a       917     1     6     2    17
  7.8054931552807061E-01 a       918     1     6     2    18
  1.3613210727055469E+00 a       919     1     6     2    19
 -3.8704580176559972E-01 a       920     1     6     2    20
  4.9902818068767845E+00 a       921     1     6     2    21
 -2.3891867347766267E+00 a       922     1     6     2    22
 -1.8975665325495361E+00 a       923     1     6     2    23
  3.2082333815764796E-01 a       924     1     6     2    24
  1.6689374070079854E+00 a       925     1     6     2    25
  2.5996153141520773E+00 a       926     1     7     2     1
  8.7456136199693657E-01 a       927     1     7     2     2
  1.0858574435313284E+00 a       928     1     7     2     3
  2.3238142594746511E+00 a       929     1     7     2     4
  4.6614993198518140E-02 a       930     1     7     2     5
  4.3578502615682385E-01 a       931     1     7     2     6
 -1.1934807282410993E+00 a       932     1     7     2     7
  1.9347162211198241E+00 a       933     1     7     2     8
 -3.2308052341130344E-01 a       934     1     7     2     9
 -6.8693735717626436E-01 a       935     1     7     2    10
 -7.9325244471182077E-01 a       936     1     7     2    11
 -2.4755980474403381E+00 a       937     1     7     2    12
  1.0374435667251840E+00 a       938     1     7     2    13
 -6.6933035812808361E-01 a       939     1     7     2    14
  7.6783735630117733E-01 a       940     1     7     2    15
 -5.6926278400607662E-02 a       941     1     7     2    16
 -6.0353094278885144E-01 a       942     1     7     2    17
 -2.8544930280127563E+00 a       943     1     7     2    18
 -1.6087185839159248E+00 a       944     1     7     2    19
 -7.2381157085884262E-01 a       945     1     7     2    20
  2.9692034321769820E+00 a       946     1     7     2    21
  5.3839692138927281E-02 a       947     1     7     2    22
  4.8009468375976933E-01 a       948     1     7     2    23
  9.3810228749111518E-02 a       949     1     7     2    24
 -2.0955410160597516E+00 a       950     1     7     2    25
  2.3233186848891507E+00 a       951     1     8     2     1
 -8.2584989282428289E-01 a       952     1     8     2     2
 -8.1754672367345493E-01 a       953     1     8     2     3
 -2.1133392997602232E-01 a       954     1     8     2     4
  1.9541221474908031E-02 a       955     1     8     2     5
  1.1594444917573479E+00 a       956     1     8     2     6
  1.4601096001802396E+00 a       957     1     8     2     7
  9.1372803255810364E-01 a       958     1     8     2     8
  6.9509920756625398E-01 a       959     1     8     2     9
  6.2456655930282923E-01 a       960     1     8     2    10
  6.4855725702015166E-01 a       961     1     8     2    11
 -4.2022514962350010E-01 a       962     1     8     2    12
 -9.0811240657766301E-01 a       963     1     8     2    13
  3.3680368840187608E-01 a       964     1     8     2    14
  1.1169015908325419E+00 a       965     1     8     2    15
 -5.1233337412587643E-01 a       966     1     8     2    16
 -5.5320793121008494E-01 a       967     1     8     2    17
  9.3599914839600240E-01 a       968     1     8     2    18
  6.7433707322522685E-01 a       969     1     8     2    19
 -3.7849030588103488E-01 a       970     1     8     2    20
 -2.2028781865460831E+00 a       971     1     8     2    21
  1.5877219737008674E-01 a       972     1     8     2    22
 -3.7995590172594129E+00 a       973     1     8     2    23
 -8.2371018469596335E-01 a       974     1     8     2    24
 -1.1712057969362175E+00 a       975     1     8     2    25
  8.7628361974167535E-01 a       976     1     9     2     1
 -4.4867754760753260E-03 a       977     1     9     2     2
 -4.3776904492820717E-01 a       978     1     9     2     3
 -1.2037943289398929E+00 a       979     1     9     2     4
 -9.2914350101498666E-01 a       980     1     9     2     5
  6.1632279153346614E-01 a       981     1     9     2     6
 -2.0213177543706768E+00 a       982     1     9     2     7
 -1.0932389301778918E-01 a       983     1     9     2     8
  4.6518784673679747E-01 a       984     1     9     2     9
 -6.7264757872727210E-01 a       985     1     9     2    10
 -5.0875443521893260E-01 a       986     1     9     2    11
  6.5349517467521345E-01 a       987     1     9     2    12
 -8.3081751299065498E-01 a       988     1     9     2    13
  7.0248658360915539E-01 a       989     1     9     2    14
  1.0186346926327829E+00 a       990     1     9     2    15
 -1.0485541318597176E-01 a       991     1     9     2    16
  1.1837504354702677E+00 a       992     1     9     2    17
 -3.5120636878869715E-01 a       993     1     9     2    18
 -1.0967549030845767E+00 a       994     1     9     2    19
 -1.2917485866769735E-01 a       995     1     9     2    20
 -8.4559789268034355E-02 a       996     1     9     2    21
  6.9852268936768247E-01 a       997     1     9     2    22
  7.6071829029337419E+00 a       998     1     9     2    23
 -1.7657150367306729E-01 a       999     1     9     2    24
 -2.0449130003488878E+00 a      1000     1     9     2    25
 -8.0747549884968048E+00 a      1001     1    10     2     1
 -8.8634792958566799E-01 a      1002     1    10     2     2
 -4.6127086081764407E-01 a      1003     1    10     2     3
 -3.7334467540371374E-01 a      1004     1    10     2     4
 -4.3054004910279492E-01 a      1005     1    10     2     5
  2.6993881584011410E+00 a      1006     1    10     2     6
 -9.8429735845119781E-01 a      1007     1    10     2     7
 -1.2241382307669315E+00 a      1008     1    10     2     8
  2.9216483281734784E-01 a      1009     1    10     2     9
 -1.5861713358593083E-01 a      1010     1    10     2    10
  7.3302611207510793E-01 a      1011     1    10     2    11
  1.0063211918156738E+00 a      1012     1    10     2    12
  8.5455170321334495E-01 a      1013     1    10     2    13
  2.7292552730774866E-01 a      1014     1    10     2    14
 -7.8320852806125885E-01 a      1015     1    10     2    15
 -6.2618073244068029E-01 a      1016     1    10     2    16
 -4.9591262807377240E-01 a      1017     1    10     2    17
  2.4541963783544118E+00 a      1018     1    10     2    18
 -6.2156991881826251E-01 a      1019     1    10     2    19
  1.0571473302241088E+00 a      1020     1    10     2    20
 -3.1732621807636856E+00 a      1021     1    10     2    21
  7.7456805368502890E-01 a      1022     1    10     2    22
 -8.3119329317008683E-01 a      1023     1    10     2    23
  1.2193713320805999E+00 a      1024     1    10     2    24
  3.6491994693939334E+00 a      1025     1    10     2    25
 -2.6856055178254272E+00 a      1026     1    11     2     1
 -1.0116949528231027E+00 a      1027     1    11     2     2
 -9.9540352829095990E-01 a      1028     1    11     2     3
  4.3004342763359571E-02 a      1029     1    11     2     4
  2.7933117755600650E-01 a      1030     1    11     2     5
  9.0396270304770243E-01 a      1031     1    11     2     6
  3.9679555730976862E-01 a      1032     1    11     2     7
 -5.5973501509742940E-01 a      1033     1    11     2     8
 -4.1504891491253493E-01 a      1034     1    11     2     9
 -3.5262777924993982E-01 a      1035     1    11     2    10
 -1.0411176788136034E+00 a      1036     1    11     2    11
 -9.0297716220909041E-01 a      1037     1    11     2    12
 -6.2427433518956917E-03 a      1038     1    11     2    13
 -1.6812412098279322E-01 a      1039     1    11     2    14
 -1.8167103149720734E+00 a      1040     1    11     2    15
 -6.6199797506103031E-01 a      1041     1    11     2    16
  4.0884104981586794E-01 a      1042     1    11     2    17
  4.9067363709609785E-01 a      1043     1    11     2    18
  2.5534477378097088E-02 a      1044     1    11     2    19
  8.6068474736695688E-01 a      1045     1    11     2    20
  1.8371584280919242E+00 a      1046     1    11     2    21
 -1.0803190520545298E+00 a      1047     1    11     2    22
 -2.5371231215621144E+00 a      1048     1    11     2    23
 -1.5358385770601988E+00 a      1049     1    11     2    24
 -3.1907792770247383E+00 a      1050     1    11     2    25
  4.6030306883078792E-01 a      1051     1    12     2     1
 -3.0963499876239947E-01 a      1052     1    12     2     2
 -1.0940004983246108E+00 a      1053     1    12     2     3
 -4.1750065497929228E-01 a      1054     1    12     2     4
  2.5736770603218386E+00 a      1055     1    12     2     5
 -9.8062961761113654E-01 a      1056     1    12     2     6
 -1.0532218410010987E+00 a      1057     1    12     2     7
 -3.5725645436127675E+00 a      1058     1    12     2     8
  1.4096393935559531E-01 a      1059     1    12     2     9
  1.9946976601289310E+00 a      1060     1    12     2    10
  1.8435722699276744E+00 a      1061     1    12     2    11
 -2.0438788102041411E-01 a      1062     1    12     2    12
 -2.5425038881685696E-01 a      1063     1    12     2    13
  9.5772099909966525E-03 a      1064     1    12     2    14
  1.2217328473820388E+00 a      1065     1    12     2    15
  2.0820408515687849E+00 a      1066     1    12     2    16
  8.8699528862869104E-01 a      1067     1    12     2    17
  2.4678094032754410E+00 a      1068     1    12     2    18
 -1.4687085911859508E+00 a      1069     1    12     2    19
 -4.2093073660998417E-02 a      1070     1    12     2    20
 -3.2697025479251804E+00 a      1071     1    12     2    21
